bank_name,eibor_rate,eibor_type,variable_rate_addition,minimum_rate,fixed_until,fixed_rate,follow_on_rate,follow_on_rate_type,type_of_mortgage,interest_rate,interest_rate_type,type_of_account,life_insurance,property_insurance,property_insurance_payment_period,home_valuation_fee,overpayment_fee,additional_information,buyout_processing_fee,maximum_length_of_mortgage,type_of_employment,type_of_transaction,citizen_state,expiry_date,pre_approval_fee,early_settlement_fee,loan_to_value_ratio,loan_to_value_threshold,life_insurance_payment_period,minimum_mortgage_processing_fee,mortgage_processing_fee,mortgage_contract_months,monthly_payment,mortgage_processing_fee_as_amount,is_exclusive,status_type,description,created_at,updated_at,customer_segments,has_fee_financing,includes_agency_fees,includes_government_fees
Al Hilal Bank,4.236,EIBOR 3 MONTH,1.99,0.0,5,4.5,6.226,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.01711,0.0,monthly,3150.0,0,"Key Points:
(1) UAE Nationals & Tharwa Customers",0.0,25,SELF EMPLOYMENT,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1.05% or AED 10,500 whichever lower",0.0,,monthly,0.0,1.05,5,,,False,1,,2024-02-01T15:37:55,2024-02-01T15:37:55,"[{'type_of_account': 'NSTL', 'profile': 'UAE Nationals & Tharwa Customers', 'description': None}]",True,True,True
Al Hilal Bank,4.236,EIBOR 3 MONTH,1.99,0.0,5,4.5,6.226,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.01711,0.0,monthly,3150.0,0,"Key Points:
(1) UAE Nationals & Tharwa Customers",0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1.05% or AED 10,500 whichever lower",0.0,,monthly,0.0,0.0,5,,,False,1,,2024-02-01T15:37:55,2024-02-01T15:37:55,"[{'type_of_account': 'NSTL', 'profile': 'UAE Nationals & Tharwa Customers', 'description': None}]",True,True,True
Al Hilal Bank,4.236,EIBOR 3 MONTH,2.25,0.0,3,4.5,6.486,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.01711,0.0,monthly,3150.0,0,"Key Points:
(1) UAE Nationals & Tharwa Customers",0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1.05% or AED 10,500 whichever lower",0.0,,monthly,0.0,0.0,3,,,False,1,,2024-02-01T15:37:55,2024-02-01T15:37:55,"[{'type_of_account': 'NSTL', 'profile': 'UAE Nationals & Tharwa Customers', 'description': None}]",True,True,True
Al Hilal Bank,4.236,EIBOR 3 MONTH,1.99,0.0,5,4.5,6.226,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.01711,0.0,monthly,3150.0,0,"Key Points:
(1) UAE Nationals & Tharwa Customers
(2) Golden visa holders get a 0.25% discount on processing fees by providing STL",0.0,25,SALARY,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1.05% or AED 10,500 whichever lower",0.0,,monthly,0.0,1.05,5,,,False,1,,2024-02-01T15:37:55,2024-02-01T15:37:55,"[{'type_of_account': 'NSTL', 'profile': 'UAE Nationals & Tharwa Customers', 'description': None}]",True,True,True
Al Hilal Bank,4.236,EIBOR 3 MONTH,1.99,0.0,5,4.5,6.226,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.01711,0.0,monthly,3150.0,0,"Key Points:
(1) UAE Nationals & Tharwa Customers
(2) Golden visa holders get a 0.25% discount on processing fees by providing STL",0.0,25,SALARY,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1.05% or AED 10,500 whichever lower",0.0,,monthly,0.0,1.05,5,,,False,1,,2024-02-01T15:37:55,2024-02-01T15:37:55,"[{'type_of_account': 'NSTL', 'profile': 'UAE Nationals & Tharwa Customers', 'description': None}]",True,True,True
Al Hilal Bank,4.236,EIBOR 3 MONTH,1.99,0.0,5,4.5,6.226,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.01711,0.0,monthly,3150.0,0,"Key Points:
(1) UAE Nationals & Tharwa Customers
(2) Golden visa holders get a 0.25% discount on processing fees by providing STL",0.0,25,SALARY,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1.05% or AED 10,500 whichever lower",0.0,,monthly,0.0,1.05,5,,,False,1,,2024-02-01T15:37:55,2024-02-01T15:37:55,"[{'type_of_account': 'NSTL', 'profile': 'UAE Nationals & Tharwa Customers', 'description': None}]",True,True,True
Al Hilal Bank,4.236,EIBOR 3 MONTH,1.99,0.0,5,4.5,6.226,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.01711,0.0,monthly,3150.0,0,"Key Points:
(1) UAE Nationals & Tharwa Customers
(2) Golden visa holders get a 0.25% discount on processing fees by providing STL",0.0,25,SALARY,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1.05% or AED 10,500 whichever lower",0.0,,monthly,0.0,0.0,5,,,False,1,,2024-02-01T15:37:55,2024-02-01T15:37:55,"[{'type_of_account': 'NSTL', 'profile': 'UAE Nationals & Tharwa Customers', 'description': None}]",True,True,True
Al Hilal Bank,4.236,EIBOR 3 MONTH,2.25,0.0,3,4.5,6.486,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.01711,0.0,monthly,3150.0,0,"Key Points:
(1) UAE Nationals & Tharwa Customers
(2) Golden visa holders get a 0.25% discount on processing fees by providing STL",0.0,25,SALARY,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1.05% or AED 10,500 whichever lower",0.0,,monthly,0.0,1.05,3,,,False,1,,2024-02-01T15:37:55,2024-02-01T15:37:55,"[{'type_of_account': 'NSTL', 'profile': 'UAE Nationals & Tharwa Customers', 'description': None}]",True,True,True
Al Hilal Bank,4.236,EIBOR 3 MONTH,2.25,0.0,3,4.5,6.486,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.01711,0.0,monthly,3150.0,0,"Key Points:
(1) UAE Nationals & Tharwa Customers
(2) Golden visa holders get a 0.25% discount on processing fees by providing STL",0.0,25,SALARY,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1.05% or AED 10,500 whichever lower",0.0,,monthly,0.0,1.05,3,,,False,1,,2024-02-01T15:37:55,2024-02-01T15:37:55,"[{'type_of_account': 'NSTL', 'profile': 'UAE Nationals & Tharwa Customers', 'description': None}]",True,True,True
Al Hilal Bank,4.236,EIBOR 3 MONTH,2.25,0.0,3,4.5,6.486,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.01711,0.0,monthly,3150.0,0,"Key Points:
(1) UAE Nationals & Tharwa Customers
(2) Golden visa holders get a 0.25% discount on processing fees by providing STL",0.0,25,SALARY,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1.05% or AED 10,500 whichever lower",0.0,,monthly,0.0,1.05,3,,,False,1,,2024-02-01T15:37:55,2024-02-01T15:37:55,"[{'type_of_account': 'NSTL', 'profile': 'UAE Nationals & Tharwa Customers', 'description': None}]",True,True,True
Al Hilal Bank,4.236,EIBOR 3 MONTH,2.25,0.0,3,4.5,6.486,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.01711,0.0,monthly,3150.0,0,"Key Points:
(1) UAE Nationals & Tharwa Customers
(2) Golden visa holders get a 0.25% discount on processing fees by providing STL",0.0,25,SALARY,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1.05% or AED 10,500 whichever lower",0.0,,monthly,0.0,0.0,3,,,False,1,,2024-02-01T15:37:55,2024-02-01T15:37:55,"[{'type_of_account': 'NSTL', 'profile': 'UAE Nationals & Tharwa Customers', 'description': None}]",True,True,True
Al Hilal Bank,4.236,EIBOR 3 MONTH,2.25,0.0,3,4.5,6.486,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.01711,0.0,monthly,3150.0,0,"Key Points:
(1) UAE Nationals & Tharwa Customers",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1.05% or AED 10,500 whichever lower",0.0,,monthly,0.0,1.05,3,,,False,1,,2024-02-01T15:37:55,2024-02-01T15:37:55,"[{'type_of_account': 'NSTL', 'profile': 'UAE Nationals & Tharwa Customers', 'description': None}]",True,True,True
Al Hilal Bank,4.236,EIBOR 3 MONTH,2.25,0.0,3,4.5,6.486,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.01711,0.0,monthly,3150.0,0,"Key Points:
(1) UAE Nationals & Tharwa Customers",0.0,25,SELF EMPLOYMENT,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1.05% or AED 10,500 whichever lower",0.0,,monthly,0.0,1.05,3,,,False,1,,2024-02-01T15:37:55,2024-02-01T15:37:55,"[{'type_of_account': 'NSTL', 'profile': 'UAE Nationals & Tharwa Customers', 'description': None}]",True,True,True
Al Hilal Bank,4.236,EIBOR 3 MONTH,2.25,0.0,3,4.5,6.486,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.01711,0.0,monthly,3150.0,0,"Key Points:
(1) UAE Nationals & Tharwa Customers",0.0,25,SELF EMPLOYMENT,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1.05% or AED 10,500 whichever lower",0.0,,monthly,0.0,1.05,3,,,False,1,,2024-02-01T15:37:55,2024-02-01T15:37:55,"[{'type_of_account': 'NSTL', 'profile': 'UAE Nationals & Tharwa Customers', 'description': None}]",True,True,True
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.75,2.99,5,4.5,5.986,variable_addition,CONVENTIONAL,4.5,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) No salary transfer required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,PRIMARY PURCHASE,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,5,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Bundle Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.75,2.99,5,4.5,5.986,variable_addition,CONVENTIONAL,4.5,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) No salary transfer required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,5,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Bundle Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.75,2.99,5,4.5,5.986,variable_addition,CONVENTIONAL,4.5,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) No salary transfer required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,BUYOUT + EQUITY,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,1.05,5,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Bundle Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.75,2.99,5,4.5,5.986,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) No salary transfer required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,PRIMARY PURCHASE,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,5,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Bundle Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.75,2.99,5,4.5,5.986,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) No salary transfer required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,BUYOUT + EQUITY,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,1.05,5,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Bundle Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.75,2.99,5,4.5,5.986,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) No salary transfer required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,5,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'NSTL', 'profile': 'Bundle Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.49,2.99,3,4.5,5.726,variable_addition,CONVENTIONAL,4.5,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) Salary transfer is required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,PRIMARY PURCHASE,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,3,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'STL', 'profile': 'Bundle Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.49,2.99,3,4.5,5.726,variable_addition,CONVENTIONAL,4.5,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) Salary transfer is required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,3,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'STL', 'profile': 'Bundle Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.49,2.99,3,4.5,5.726,variable_addition,CONVENTIONAL,4.5,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) Salary transfer is required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,BUYOUT + EQUITY,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,1.05,3,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'STL', 'profile': 'Bundle Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.49,2.99,3,4.5,5.726,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) Salary transfer is required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,PRIMARY PURCHASE,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,3,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'STL', 'profile': 'Bundle Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.49,2.99,3,4.5,5.726,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) Salary transfer is required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,3,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'STL', 'profile': 'Bundle Offer', 'description': None}]",False,False,False
National Bank of Fujairah,4.236,EIBOR 3 MONTH,1.49,2.99,3,4.5,5.726,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.02358,0.04,annually,2625.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) Salary transfer is required
(2) Pre approval fees - AED 1,050. Will be adjusted to processing fee at later stage. Payable by Cheque only.",0.0,25,SALARY,BUYOUT + EQUITY,UAE RESIDENT,,1050.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,1.05,3,,,False,1,,2025-06-02T11:02:12,2025-06-02T11:02:12,"[{'type_of_account': 'STL', 'profile': 'Bundle Offer', 'description': None}]",False,False,False
Dubai Islamic Bank,4.236,EIBOR 3 MONTH,1.0,1.0,5,4.5,5.236,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.03,0.03325,annually,2500.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) Salary transfer is required
(2) The valuation fee for properties in Abu Dhabi, Dubai, and Sharjah is AED 2,500, whereas for properties in all other emirates, the fee is AED 3,000",0.0,25,SALARY,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,5,,,False,1,,2025-07-09T04:34:00,2025-07-09T04:34:00,"[{'type_of_account': 'STL', 'profile': 'Standard', 'description': None}]",False,False,False
Dubai Islamic Bank,4.236,EIBOR 3 MONTH,1.0,1.0,5,4.5,5.236,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.03,0.03325,annually,2500.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) Salary transfer is required
(2) The valuation fee for properties in Abu Dhabi, Dubai, and Sharjah is AED 2,500, whereas for properties in all other emirates, the fee is AED 3,000
(3) Minimum processing fees AED 5,250",0.0,25,SALARY,CASH OUT PROPERTY,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,5,,,False,1,,2025-07-09T04:34:00,2025-07-09T04:34:00,"[{'type_of_account': 'STL', 'profile': 'Standard', 'description': None}]",False,False,False
Dubai Islamic Bank,4.236,EIBOR 3 MONTH,1.0,1.0,5,4.5,5.236,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.03,0.03325,annually,2500.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) Salary transfer is required
(2) The valuation fee for properties in Abu Dhabi, Dubai, and Sharjah is AED 2,500, whereas for properties in all other emirates, the fee is AED 3,000",0.0,25,SALARY,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.52,5,,,False,1,,2025-07-09T04:34:00,2025-07-09T04:34:00,"[{'type_of_account': 'STL', 'profile': 'Standard', 'description': None}]",False,False,False
Dubai Islamic Bank,4.236,EIBOR 3 MONTH,1.0,1.0,5,4.5,5.236,variable_addition,ISLAMIC,4.5,fixed,NSTL,0.03,0.03325,annually,2500.0,"Charged at 1.05% of the over payment amount or AED 10,500 - whichever is lower","Key Points:
(1) Salary transfer is required
(2) The valuation fee for properties in Abu Dhabi, Dubai, and Sharjah is AED 2,500, whereas for properties in all other emirates, the fee is AED 3,000",0.0,25,SALARY,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1% of the loan outstanding or AED 10,000 whichever is lower",0.0,,monthly,0.0,0.0,5,,,False,1,,2025-07-09T04:34:00,2025-07-09T04:34:00,"[{'type_of_account': 'STL', 'profile': 'Standard', 'description': None}]",False,False,False
Standard Chartered Bank,4.236,EIBOR 3 MONTH,1.1,2.75,2,4.54,5.336,variable_addition,ISLAMIC,4.54,fixed,NSTL,0.0,0.0,annually,2625.0,"Free payment up to 30% of outstanding per calendar year. 1.05% of the amount or AED 10,500 whichever is lesser to be paid above to the 30% limit","Key Points:
(1) Life Insurance - Optional
(2) Follow on rates are based on SCBLR - SCBLR internal rate is used in lieu of EIBOR",0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,NON RESIDENT,,0.0,"0.525% of the loan amount outstanding or AED 10,500 - whichever is lower. No Fee after 5 years",0.0,,monthly,0.0,0.0,2,,,False,1,,2025-06-30T10:03:57,2025-06-30T10:03:57,"[{'type_of_account': 'NSTL', 'profile': 'Standard', 'description': None}]",False,False,False
Standard Chartered Bank,4.236,EIBOR 3 MONTH,1.1,2.75,2,4.54,5.336,variable_addition,ISLAMIC,4.54,fixed,NSTL,0.0,0.0,annually,2625.0,"Free payment up to 30% of outstanding per calendar year. 1.05% of the amount or AED 10,500 whichever is lesser to be paid above to the 30% limit","Key Points:
(1) Life Insurance - Optional
(2) Follow on rates are based on SCBLR - SCBLR internal rate is used in lieu of EIBOR",0.0,25,SALARY,PRIMARY PURCHASE,NON RESIDENT,,0.0,"0.525% of the loan amount outstanding or AED 10,500 - whichever is lower. No Fee after 5 years",0.0,,monthly,0.0,0.26,2,,,False,1,,2025-06-30T10:03:57,2025-06-30T10:03:57,"[{'type_of_account': 'NSTL', 'profile': 'Standard', 'description': None}]",False,False,False
Standard Chartered Bank,4.236,EIBOR 3 MONTH,1.1,2.75,2,4.54,5.336,variable_addition,ISLAMIC,4.54,fixed,NSTL,0.0,0.0,annually,2625.0,"Free payment up to 30% of outstanding per calendar year. 1.05% of the amount or AED 10,500 whichever is lesser to be paid above to the 30% limit","Key Points:
(1) Life Insurance - Optional
(2) Follow on rates are based on SCBLR - SCBLR internal rate is used in lieu of EIBOR",0.0,25,SALARY,TRANSFER OF EXISTING MORTGAGE,NON RESIDENT,,0.0,"0.525% of the loan amount outstanding or AED 10,500 - whichever is lower. No Fee after 5 years",0.0,,monthly,0.0,0.0,2,,,False,1,,2025-06-30T10:03:57,2025-06-30T10:03:57,"[{'type_of_account': 'NSTL', 'profile': 'Standard', 'description': None}]",False,False,False
Standard Chartered Bank,4.236,EIBOR 3 MONTH,1.1,2.75,3,4.54,5.336,variable_addition,ISLAMIC,4.54,fixed,NSTL,0.0,0.0,annually,2625.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years","Key Points:
(1) Life Insurance - Optional
(2) Follow on rates are based on SCBLR - SCBLR internal rate is used in lieu of EIBOR",0.0,25,SALARY,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years",0.0,,monthly,0.0,0.26,3,,,False,1,,2025-06-30T10:03:57,2025-06-30T10:03:57,"[{'type_of_account': 'NSTL', 'profile': 'Saadiq One', 'description': None}]",False,False,False
Standard Chartered Bank,4.236,EIBOR 3 MONTH,1.1,2.75,3,4.54,5.336,variable_addition,ISLAMIC,4.54,fixed,NSTL,0.0,0.0,annually,2625.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years","Key Points:
(1) Life Insurance - Optional
(2) Follow on rates are based on SCBLR - SCBLR internal rate is used in lieu of EIBOR",0.0,25,SALARY,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years",0.0,,monthly,0.0,0.0,3,,,False,1,,2025-06-30T10:03:57,2025-06-30T10:03:57,"[{'type_of_account': 'NSTL', 'profile': 'Saadiq One', 'description': None}]",False,False,False
Standard Chartered Bank,4.236,EIBOR 3 MONTH,1.1,2.75,3,4.54,5.336,variable_addition,ISLAMIC,4.54,fixed,NSTL,0.0,0.0,annually,2625.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years","Key Points:
(1) Life Insurance - Optional
(2) Follow on rates are based on SCBLR - SCBLR internal rate is used in lieu of EIBOR",0.0,25,SELF EMPLOYMENT,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years",0.0,,monthly,0.0,0.26,3,,,False,1,,2025-06-30T10:03:57,2025-06-30T10:03:57,"[{'type_of_account': 'NSTL', 'profile': 'Saadiq One', 'description': None}]",False,False,False
Standard Chartered Bank,4.236,EIBOR 3 MONTH,1.1,2.75,3,4.54,5.336,variable_addition,ISLAMIC,4.54,fixed,NSTL,0.0,0.0,annually,2625.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years","Key Points:
(1) Life Insurance - Optional
(2) Follow on rates are based on SCBLR - SCBLR internal rate is used in lieu of EIBOR",0.0,25,SALARY,BUYOUT + EQUITY,UAE RESIDENT,,0.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years",0.0,,monthly,0.0,0.26,3,,,False,1,,2025-06-30T10:03:57,2025-06-30T10:03:57,"[{'type_of_account': 'NSTL', 'profile': 'Saadiq One', 'description': None}]",False,False,False
Standard Chartered Bank,4.236,EIBOR 3 MONTH,1.1,2.75,3,4.54,5.336,variable_addition,ISLAMIC,4.54,fixed,NSTL,0.0,0.0,annually,2625.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years","Key Points:
(1) Life Insurance - Optional
(2) Follow on rates are based on SCBLR - SCBLR internal rate is used in lieu of EIBOR",0.0,25,SELF EMPLOYMENT,PRIMARY PURCHASE,UAE RESIDENT,,0.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years",0.0,,monthly,0.0,0.26,3,,,False,1,,2025-06-30T10:03:57,2025-06-30T10:03:57,"[{'type_of_account': 'NSTL', 'profile': 'Saadiq One', 'description': None}]",False,False,False
Standard Chartered Bank,4.236,EIBOR 3 MONTH,1.1,2.75,3,4.54,5.336,variable_addition,ISLAMIC,4.54,fixed,NSTL,0.0,0.0,annually,2625.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years","Key Points:
(1) Life Insurance - Optional
(2) Follow on rates are based on SCBLR - SCBLR internal rate is used in lieu of EIBOR",0.0,25,SELF EMPLOYMENT,TRANSFER OF EXISTING MORTGAGE,UAE RESIDENT,,0.0,"1.05% of the finance amount or AED 10,500 - whichever is lower for the first 5 years. No fees after 5 years",0.0,,monthly,0.0,0.0,3,,,False,1,,2025-06-30T10:03:57,2025-06-30T10:03:57,"[{'type_of_account': 'NSTL', 'profile': 'Saadiq One', 'description': None}]",False,False,False
